year,month,day,date_decimal,snvalue,snerror,nb_observations,
2023,9,14,2023.703,132,14.7,38,*
2023,9,15,2023.705,109,17.7,41,*
2023,9,16,2023.708,88,12.6,39,*
2023,9,17,2023.711,90,11.5,30,*
2023,9,18,2023.714,126,25.4,36,*
2023,9,19,2023.716,149,24.1,32,*
2023,9,20,2023.719,168,26.6,28,*
2023,9,21,2023.722,189,38.1,23,*
2023,9,22,2023.725,198,25.9,35,*
2023,9,23,2023.727,195,19.4,34,*
2023,9,24,2023.73,175,15.7,40,*
2023,9,25,2023.733,168,14.9,41,*
2023,9,26,2023.736,140,17.2,42,*
2023,9,27,2023.738,131,18.3,36,*
2023,9,28,2023.741,113,9.4,36,*
2023,9,29,2023.744,102,9,31,*
2023,9,30,2023.747,116,10.8,29,*
2023,10,1,2023.749,151,18.7,37,*
2023,10,2,2023.752,167,14.3,43,*
2023,10,3,2023.755,143,16.6,40,*
2023,10,4,2023.758,155,14.5,36,*
2023,10,5,2023.76,161,18.8,35,*
2023,10,6,2023.763,157,23.1,36,*
2023,10,7,2023.766,133,19,38,*
2023,10,8,2023.768,144,20.7,31,*
2023,10,9,2023.771,155,14.5,29,*
2023,10,10,2023.774,133,13.1,39,*
2023,10,11,2023.777,142,13.6,33,*
2023,10,12,2023.779,135,16.4,27,*
2023,10,13,2023.782,111,17,27,*
2023,10,14,2023.785,111,11.2,36,*
2023,10,15,2023.788,103,15.4,31,*
2023,10,16,2023.79,96,23.1,40,*
2023,10,17,2023.793,75,16.1,33,*
2023,10,18,2023.796,67,19,27,*
2023,10,19,2023.799,56,11.9,28,*
2023,10,20,2023.801,67,17.4,17,*
2023,10,21,2023.804,67,14.9,23,*
2023,10,22,2023.807,53,10.1,37,*
2023,10,23,2023.81,34,11.6,27,*
2023,10,24,2023.812,39,8.1,36,*
2023,10,25,2023.815,33,7,27,*
2023,10,26,2023.818,54,8.4,31,*
2023,10,27,2023.821,55,21.9,28,*
2023,10,28,2023.823,47,17.6,20,*
2023,10,29,2023.826,58,11.8,27,*
2023,10,30,2023.829,72,13,24,*
2023,10,31,2023.832,107,19.5,15,*
2023,11,1,2023.834,115,13.4,23,*
2023,11,2,2023.837,120,19.4,20,*
2023,11,3,2023.84,122,20.9,29,*
2023,11,4,2023.842,91,17.9,24,*
2023,11,5,2023.845,91,16.5,38,*
2023,11,6,2023.848,77,14.8,28,*
2023,11,7,2023.851,77,12.3,40,*
2023,11,8,2023.853,112,20.6,25,*
2023,11,9,2023.856,98,18,30,*
2023,11,10,2023.859,91,9.8,22,*
2023,11,11,2023.862,79,12.4,33,*
2023,11,12,2023.864,81,12.6,27,*
2023,11,13,2023.867,72,13.9,24,*
2023,11,14,2023.87,57,14.9,25,*
2023,11,15,2023.873,34,11.7,30,*
2023,11,16,2023.875,30,9.5,23,*
2023,11,17,2023.878,25,4.6,36,*
2023,11,18,2023.881,31,6.8,19,*
2023,11,19,2023.884,67,10.2,27,*
2023,11,20,2023.886,95,20.6,26,*
2023,11,21,2023.889,152,16.7,30,*
2023,11,22,2023.892,155,23,28,*
2023,11,23,2023.895,181,21,30,*
2023,11,24,2023.897,162,22.9,33,*
2023,11,25,2023.9,174,24.5,27,*
2023,11,26,2023.903,165,17.8,14,*
2023,11,27,2023.905,154,19.2,19,*
2023,11,28,2023.908,148,20.5,34,*
2023,11,29,2023.911,158,16.4,32,*
2023,11,30,2023.914,148,18.2,13,*
